"Year","Quarter","Month","Group","Unit","Population","Deflator","Total Disposable Income (nominal $)","Total Factor Income (nominal $)","Total Posttax Income (nominal $)","Total Pretax Income (nominal $)","Disposable Income Per Unit (nominal $)","Factor Income Per Unit (nominal $)","Posttax Income Per Unit (nominal $)","Pretax Income Per Unit (nominal $)","Disposable Income Share","Factor Income Share","Posttax Income Share","Pretax Income Share"
"2018","4","12","Top 10%","Adults","24630341.32389314","0.91370541","6096902482282.888","8296431416743.076","6882575282442.707","8229622124606.604","247536.2562827527","336837.8581377986","279434.8316954151","334125.378791373","0.4059592173","0.4601246316","0.3817113992","0.4564193552"
"2019","1","1","Top 10%","Adults","24645615.49112474","0.91413879","6064061811611.271","8268749992798.025","6839587950410.312","8197681095445.771","246050.3294711804","335505.9237930466","277517.4331869842","332622.2913117297","0.4028311527","0.4588747208","0.3795632967","0.4549307485"
"2019","1","2","Top 10%","Adults","24661410.700000033","0.91541368","6059341723563.249","8286604218886.188","6846364300386.549","8210801880300.247","245701.3427688158","336015.0122671684","277614.4634899795","332941.289538649","0.4025792974","0.4589708545","0.3792001594","0.4547723841"
"2019","1","3","Top 10%","Adults","24669232.351399045","0.91773969","6066186523219.152","8324090611390.8125","6871938115249.666","8246412914939.133","245900.9034740039","337428.0355715542","278563.1112214136","334279.2672862178","0.4023551374","0.4589641267","0.3788970167","0.4546812268"
"2019","2","4","Top 10%","Adults","24677881.567597393","0.92058963","6076970859867.37","8356299525326.138","6896589827877.433","8283771836648.918","246251.7231562764","338614.9456320491","279464.4187340946","335675.9701580582","0.4029311191","0.4592286493","0.3790088644","0.4552428181"
"2019","2","5","Top 10%","Adults","24687433.247923285","0.92080855","6097577877397.449","8378877732352","6916365219314.482","8309488779200.562","246991.1641345047","339398.4967253262","280157.3233578784","336587.7973523051","0.4041762451","0.4599143021","0.3796373947","0.4561055645"
"2019","2","6","Top 10%","Adults","24697735.778403282","0.92161185","6126050659655.729","8404674926379.724","6934331891066.176","8333419062793.38","248040.9829719127","340301.4349894017","280767.9195082264","337416.3177371289","0.4053957504","0.460787621","0.3801758327","0.4568810061"
"2019","3","7","Top 10%","Adults","24709542.41576252","0.92330289","6142958935863.589","8399478316326.737","6931548182273.326","8329031631078.437","248606.7460296197","339928.5253849382","280521.1066090648","337077.5342956268","0.405735683","0.4606068016","0.3801091083","0.456743676"
"2019","3","8","Top 10%","Adults","24722251.5172493","0.92400181","6177940433365.3125","8434454207892.475","6960408457214.33","8362923335420.237","249893.9236604246","341168.5299782488","281544.278131702","338275.1498011913","0.4059484325","0.4605144516","0.3800327334","0.456608925"
"2019","3","9","Top 10%","Adults","24734811.411333658","0.92469752","6195779470625.5625","8456840401118.893","6977066901515.402","8386659763791.091","250488.2437788313","341900.3387769478","282074.7967505612","339063.0162616994","0.4063498691","0.4606779861","0.3800687946","0.4568549656"
"2019","4","10","Top 10%","Adults","24746620.4552639","0.9267233","6207598743731.633","8490051456398.723","6999580411729.358","8420702365233.348","250846.3228323851","343079.2286060535","282849.9521533844","340276.8624692009","0.4056999472","0.46024225","0.3794444228","0.456482864"
"2019","4","11","Top 10%","Adults","24756922.985743903","0.92738324","6230548268315.179","8535190065793.441","7035085434147.934","8463179461035.768","251668.9279965445","344759.7292566758","284166.3900719422","341851.0234858035","0.4055484952","0.4600378265","0.3791837586","0.4561565304"
"2019","4","12","Top 10%","Adults","24766171.438122943","0.92925304","6188295420753.75","8504128115468.379","6999493923403.526","8427441716475.633","249868.876027726","343376.776532276","282623.1717280734","340280.3593414178","0.4042237661","0.4591018122","0.3778729919","0.4549618389"
"2020","1","1","Top 10%","Adults","24774370.625543017","0.93115914","6203641036259.772","8533445615884.122","7010492822697.27","8445014516824.645","250405.595767735","344446.5147012017","282973.5991544935","340877.0557471848","0.4011916664","0.4576963062","0.3760118496","0.4529532531"
"2020","1","2","Top 10%","Adults","24782191.98131504","0.93177974","6184833230688.076","8544366053844.911","7003168352296.923","8444318305187.678","249567.6425778332","344778.4627077009","282588.7378153265","340741.3804055112","0.3992137767","0.4564822052","0.374143817","0.451137161"
"2020","1","3","Top 10%","Adults","24790540.37613754","0.92948687","5978682725878.706","8222998862538.889","6686656986234.916","8107422913210.793","241167.906595274","331699.0568892175","269726.1489576583","327036.9580573846","0.3955930838","0.455362608","0.3702850515","0.4489623927"
"2020","2","4","Top 10%","Adults","24799714.224815372","0.92443269","5885262427344.103","7292361911729.402","5188173233126.555","7059086867772.973","237311.7034330631","294050.2396770539","209202.9442797008","284643.8795133143","0.3355091182","0.4625817941","0.329105234","0.4477842853"
"2020","2","5","Top 10%","Adults","24809792.94419174","0.92579067","5999220092087.544","7460288038574.665","5506413389338.854","6966103954348.941","241808.5513886577","300699.3268890301","221945.1569678645","280780.4148151824","0.3611388001","0.4600339587","0.3395495062","0.4295604056"
"2020","2","6","Top 10%","Adults","24820622.513722233","0.93020457","6201372599662.048","7658645344475.327","5863704686646.147","7170281385543.57","249847.5852583303","308559.7607489981","236243.2563246293","288884.0270456326","0.3765296782","0.4574333237","0.3502256347","0.4282644644"
"2020","3","7","Top 10%","Adults","24832729.972457312","0.93271822","6453451940488.683","7884736089856.388","6068628015758.727","7400432190670.049","259876.8620142203","317513.8657168009","244380.2200760696","298011.2214355038","0.3825289648","0.4602735279","0.3542577448","0.432002161"
"2020","3","8","Top 10%","Adults","24845439.07394409","0.93568838","6484098393363.662","8112192406008.847","6396669762616.605","7798928443531.902","260977.4121546383","326506.3008894966","257458.5115432683","313897.7910722775","0.3953371269","0.4622948366","0.3645312172","0.444442654"
"2020","3","9","Top 10%","Adults","24857998.968028456","0.93737209","6574713397214.293","8333373050033.129","6596048521989.512","8121596439807.897","264490.8548620697","335239.0938929252","265349.134919232","326719.6386263283","0.3969928398","0.4641309686","0.3673698956","0.4523359723"
"2020","4","10","Top 10%","Adults","24869805.60538769","0.93806279","6585866095645.959","8536472391671.237","6835857301345.108","8329207874384.656","264813.734379139","343246.4461974697","274865.731152487","334912.4639953056","0.4007996223","0.4631469891","0.3708799818","0.4519018362"
"2020","4","11","Top 10%","Adults","24880108.135867693","0.93860471","6440554668167.836","8550051356936.058","6863434436559.662","8345546161523.503","258863.6123684284","343650.0882650957","275860.3137526235","335430.4617949946","0.3989709013","0.4604889019","0.3696510406","0.4494746561"
"2020","4","12","Top 10%","Adults","24887253.245186813","0.94268572","6415236721439.115","8632087097282.1875","6895146108947.771","8419007798738.554","257771.9870584682","346847.7220945076","277055.3279229917","338285.9376161484","0.3962510095","0.46031442","0.3676903554","0.4489517597"
"2021","1","1","Top 10%","Adults","24890562.28032112","0.9461512","6536138622408.293","8768278076107.5625","6484879069526.388","8510887603259.156","262595.0570661021","352273.2020818953","260535.6599217301","341932.3158476015","0.3595569562","0.4625990102","0.3421308712","0.449019536"
